Район;Тип н п;Наименование нас пункта;Наименование;Адрес;ИНН;Контакты;Широта;Долгота;Тип учреждения;Тип подключения (сущ);Скорость подключения (сущ);Тип подключения (план);Скорость подключения (план)
Кизлярский район;Поселок;Юбилейный;МКОУ Совхозная СОШ;Республика Дагестан, Кизлярский район, п. Юбилейный;;;43,874818;46,730352;;Медь;4;ВОЛС;50.0
Хасавюртовский район;Село;Карланюрт;МКОУ СТ. КАРЛАНЮРТОВСКАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Карланюрт;;;43,231324;46,646674;;Медь;12;ВОЛС;50.0
Кизилюртовский район;Село;Стальское;МКОУ СТАЛЬСКАЯ ГИМНАЗИЯ;Республика Дагестан, Кизилюртовский район, с. Стальское;;;43,191389;46,966944;;Медь;4;ВОЛС;50.0
Кизилюртовский район;Село;Стальское;МКОУ СТАЛЬСКАЯ СОШ № 2;Республика Дагестан, Кизилюртовский район, с. Стальское;;;43,191558;46,96713;;Медь;4;ВОЛС;50.0
Кизилюртовский район;Село;Стальское;МКОУ СТАЛЬСКАЯ СОШ № 3;Республика Дагестан, Кизилюртовский район, с. Стальское;;;43,191389;46,966944;;Медь;4;ВОЛС;50.0
Кизлярский район;Поселок;Степной;МКОУ Степновская ООШ;Республика Дагестан, Кизлярский район, п. Степной;;;43,894619;46,491071;;Медь;4;ВОЛС;50.0
Кизилюртовский район;Село;Султанянгиюрт;МКОУ СУЛТАНЯНГИЮРТОВСКАЯ СОШ №2;Республика Дагестан, Кизилюртовский район, с. Султанянгиюрт, ул. Школьная;;;43,216868;46,868814;;Медь;4;ВОЛС;50.0
Кизилюртовский район;Село;Султанянгиюрт;МКОУ Султанянгиюртовская СОШ;Республика Дагестан, Кизилюртовский район, с. Султанянгиюрт, ул. Школьная;;;43,216868;46,868814;;Медь;4;ВОЛС;50.0
Тарумовский район;Село;Таловка;МКОУ Таловская СОШ;Республика Дагестан, Тарумовский район, с. Таловка;;;44,238027;46,590346;;Медь;4;ВОЛС;50.0
Ботлихский район;Село;Тандо;МКОУ ТАНДОВСКАЯ СОШ;Республика Дагестан, Ботлихский район с. Тандо;;;42,707244;46,176134;;Медь;4;ВОЛС;50.0
Хунзахский район;Село;Тануси;МКОУ Танусинская СОШ им. Шамхалова;Республика Дагестан, Хунзахский район, с. Тануси;;;42,581389;46,694352;;Медь;4;ВОЛС;50.0
Ботлихский район;Село;Тасута;МКОУ ТАСУТИНСКАЯ ООШ;Республика Дагестан, Ботлихский район с. Тасута;;;42,71613;46,225773;;Медь;4;ВОЛС;50.0
Хасавюртовский район;Село;Темираул;МКОУ ТЕМИРАУЛЬСКАЯ СО;Республика Дагестан, Хасавюртовский район, с. Темираул;;;43,253443;46,824796;;Медь;12;ВОЛС;50.0
Хасавюртовский район;Село;Темираул;МКОУ ТЕМИРАУЛЬСКАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Темираул;;;43,253443;46,824796;;Медь;12;ВОЛС;50.0
Хасавюртовский район;Село;Теречное;МКОУ ТЕРЕЧНАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Теречное;;;43,431957;46,398632;;Медь;12;ВОЛС;50.0
Шамильский район;Село;Тидиб;МКОУ Тидибская СОШ;Республика Дагестан, Шамильский район, с. Тидиб;;;42,388444;46,572397;;Медь;4;ВОЛС;50.0
Левашинский район;Село;Тилагу;МКОУ ТИЛАГИНСКАЯ ООШ;Республика Дагестан, Левашинский район с. Тилагу;;;42,424219;47,100267;;Медь;4;ВОЛС;50.0
Табасаранский район;Село;Тиниг;МКОУ ТИНИТСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Тиниг;;;41,912432;48,053489;;Медь;4;ВОЛС;50.0
Гунибский район;Село;Куяда;МКОУ ТЛОГОБСКАЯ СОШ;Республика Дагестан, Гунибский район, с. Куяда;;;42,418941;46,814247;;Медь;4;ВОЛС;50.0
Ботлихский район;Село;Тлох;МКОУ ТЛОХСКАЯ СОШ;Республика Дагестан, Ботлихский район с. Тлох;;;42,674192;46,466841;;Медь;4;ВОЛС;50.0
Шамильский район;Село;Тлях;МКОУ Тляхская СОШ;Республика Дагестан, Шамильский район, с. Тлях;;;42,389828;46,539435;;Медь;4;ВОЛС;50.0
Шамильский район;Село;Тогох;МКОУ Тогохская СОШ;Республика Дагестан, Шамильский район, с. Тогох;;;42,502053;46,574547;;Медь;4;ВОЛС;50.0
Хасавюртовский район;Село;Тотурбийкала;МКОУ ТОТУРБИЙКАЛИНСКАЯ СОШ;Республика Дагестан, Хасавюртовский район, с. Тотурбийкала;;;43,207912;46,689533;;Медь;12;ВОЛС;50.0
Табасаранский район;Село;Тураг;МКОУ ТУРАГСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Тураг;;;41,860318;47,971978;;Медь;4;ВОЛС;50.0
Табасаранский район;Село;Туруф;МКОУ ТУРУФСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Туруф;;;41,90514;48,006497;;Медь;4;ВОЛС;50.0
Новолакский район;Село;Тухчар;МКОУ ТУХЧАРСКАЯ СОШ №1;Республика Дагестан, Новолакский район, с. Тухчар, ул. Первая, 10;;;43,219312;46,410066;;Медь;4;ВОЛС;50.0
Новолакский район;Село;Тухчар;МКОУ ТУХЧАРСКАЯ СОШ;Республика Дагестан, Новолакский район, с. Тухчар, ул. Первая, 10;;;43,219312;46,410066;;Медь;4;ВОЛС;50.0
Кизлярский район;Село;Тушиловка;МКОУ Тушиловская ООШ;Республика Дагестан, Кизлярский район, с. Тушиловка;;;44,309418;46,881245;;Медь;4;ВОЛС;50.0
Бабаюртовский район;Село;Тюпкутан;МКОУ ТЮПКУТАНСКАЯ СОШ;Республика Дагестан, Бабаюртовский район, с. Тюпкутан.;;;43,583848;46,823366;;Медь;4;ВОЛС;50.0
Ногайский район;Село;Уй-Салган;МКОУ УЙ-САЛГАНСКАЯ ООШ;Республика Дагестан, Ногайский район, с. Уй-Салган;;;44,221921;45,15474;;Спутник;1;ВОЛС;50.0
Сулейман-Стальский район;Село;Уллугатаг;МКОУ УЛЛУГАТАГСКАЯ СОШ;Республика Дагестан, Сулейман-стальский район, с. Уллугатаг;;;41,605;48,126389;;Медь;4;ВОЛС;50.0
Табасаранский район;Село;Улуз;МКОУ УЛУЗСКАЯ ООШ;Республика Дагестан, Табасаранский район, с. Улуз;;;41,958124;47,837844;;Медь;4;ВОЛС;50.0
Лакский район;Село;Унчукатль;МКОУ УНЧУКАТЛИНСКАЯ СОШ;Республика Дагестан, Лакский район, с. Унчукатль;;;42,221037;47,151671;;Медь;4;ВОЛС;50.0
Шамильский район;Село;Урада;МКОУ Урадинская СОШ;Республика Дагестан, Шамильский район, с. Урада;;;42,384673;46,55788;;Медь;4;ВОЛС;50.0
Гунибский район;Село;Куяда;МКОУ УРАЛИНСКАЯ СОШ;Республика Дагестан, Гунибский район, с. Куяда;;;42,418941;46,814247;;Медь;4;ВОЛС;50.0
Сергокалинский район;Село;Урахи;МКОУ УРАХИНСКАЯ СОШ;Республика Дагестан, Сергокалинский район, с. Урахи;;;42,335499;47,596236;;Медь;4;ВОЛС;50.0
Хивский район;Село;Урга;МКОУ УРГИНСКАЯ СОШ;Республика Дагестан, Хивский район, с. Урга;;;41,869925;47,855307;;Спутник;1;ВОЛС;50.0
Лакский район;Село;Ури;МКОУ УРИНСКАЯ ООШ ЛАКСКОГО РАЙОНА;Республика Дагестан, Лакский район, с. Ури.;;;42,206508;47,015712;;Медь;1;ВОЛС;50.0
Курахский район;Село;Усуг;МКОУ УСУГСКАЯ СОШ;Республика Дагестан, Курахский район, с. Усуг;;;41,67214;47,594231;;Медь;4;ВОЛС;50.0
Табасаранский район;Село;Ушниг;МКОУ УШНИГСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Ушниг;;;41,926596;48,002222;;Медь;4;ВОЛС;50.0
Табасаранский район;Село;Фиргиль;МКОУ ФИРГИЛЬСКАЯ СОШ;Республика Дагестан, Табасаранский район, с. Фиргиль;;;41,924366;48,025298;;Медь;4;ВОЛС;50.0
